relation	concept	shortname-activity	longname-activity
usedfor	pencil sharpener	draw wolf	draw a real wolf
usedfor	pencil sharpener	draw wolf	draw a realistic wolf
usedfor	pencil sharpener	draw wolf	draw a wolf
usedfor	pencil sharpener	take note	take good notes and organize them
usedfor	pencil sharpener	think good	make your teacher think your homework is good
usedfor	pencil sharpener	use eyebrow pencil	use eyebrow pencil
usedfor	pencil sharpener	use pencil lead	trace using only tracing paper and pencil lead for visual artists
usedfor	percolator	perk coffee	perk coffee
usedfor	perfume	build house	build a ladybug house
usedfor	perfume	get out ready	get ready for a night out
usedfor	perfume	look good	look good in a short time %28for girls%29
usedfor	perfume	look good	look good in a short time (for girls)
usedfor	perfume	look great	look great on valentine%27s day
usedfor	perfume	look like gem	look like different gems
usedfor	perfume	look like model	look like a model at school %28middle schoolers%29
usedfor	perfume	look like model	look like a model at school (middle schoolers)
usedfor	perfume	make card	make a simple shape card
usedfor	perfume	make eraser	make a smelly eraser
usedfor	perfume	make foundation	make a fake foundation as a prank
usedfor	perfume	make paper flower	make homemade paper flowers
usedfor	perfume	make toy	make a pet rock some toys
usedfor	perfume	prepare for gym	be prepared for gym at school (girls)
usedfor	perfume	prepare kit	prepare an emergency school kit for girls
usedfor	perfume	show off girl	show off your body %28girls%29
usedfor	perfume	show off girl	show off your body (girls)
usedfor	perfume	smell like princess	smell like a princess
usedfor	person	avoid running	avoid running into people
usedfor	person	avoid talking	avoid talking to people
usedfor	person	become closer	become a better person and become closer to god
usedfor	person	cover icon	create a personalized time magazine person of the year cover icon
usedfor	person	ignore hater	become a happy positive person and ignore the haters
usedfor	person	make friend	find people to make friends
usedfor	person	make friend	make friends and meet people
usedfor	person	make loan	help people kiva
usedfor	person	make loan	make microcredit loans to help people out of poverty
usedfor	person	make loan	make microcredit loans to help people out of poverty with kiva.org
usedfor	person	make look	make club penguin people look like poptropica people
usedfor	person	miss school	survive until school starts (for people missing school)
usedfor	person	run for president	fool people into thinking you%27re running for president
usedfor	person	stop caring	stop caring about a person
usedfor	person	stop dog	stop your dog from biting other people
usedfor	person	stop puppy	stop your puppy from jumping on people
usedfor	person	succeed in life	become a confident person and succeed in life
usedfor	person	use technique	prevent %22meltdowns%22 in people with autism spectrum disorders
usedfor	person	use technique	use calming techniques to help autistic people
usedfor	person	use webcam	use a webcam to spy on people
usedfor	person	win friend	win friends and impress people
usedfor	pet	make bed	make a bed for your pet using a pillowcase
usedfor	pet	make costume	make a costume for any pet
usedfor	pet	make costume	make any pet%27s costume
usedfor	pet	make pillowcase	make a bed for your pet using a pillowcase
usedfor	pet	pamper pooch	pamper your pooch
usedfor	photocopier	change report card	change a bad report card
usedfor	photocopier	make stencil	make airbrush stencils
usedfor	photocopier	use encyclopedia	use an encyclopedia
usedfor	piano	memorize sheet music	memorize classical piano sheet music
usedfor	piano	place on key	place your fingers properly on piano keys
usedfor	piano	play major scale	play an f major scale on piano
usedfor	piano	play music	begin to play the piano without reading music
usedfor	picture frame	cut down glass	cut glass for a custom picture frame
usedfor	picture frame	make holder	make a twig jewelry holder
usedfor	piggy bank	make freshener	make an air freshener on a budget
usedfor	piggy bank	save money	save money for something big as a teen
usedfor	pill bottle	make bowl	make an easy bowl for smoking
usedfor	pin	check over balance	check balance on a gymboree gift card
usedfor	pin	choose diaper	choose pin on cloth diapers for older children and teenagers with bedwetting problems
usedfor	pin	choose diaper	choose pin%e2%80%90on cloth diapers for older children and teenagers with bedwetting problems
usedfor	pin	communicate with user	communicate with other blackberry users
usedfor	pin	deflate balloon	deflate a balloon without popping it
usedfor	pin	draw girl	draw pin up girls
usedfor	pin	germinate bean	germinate beans on moist kitchen paper
usedfor	pin	make bowl	make a glitter accent bowl
usedfor	pin	make bracelet	make a pin bracelet from beads
usedfor	pin	make compass	make a magnetic water compass
usedfor	pin	make grenade	make a portable soda grenade
usedfor	pin	make packet	make a stink packet
usedfor	pin	recycle eggshell	recycle eggshells in gardening activities
usedfor	pin	shape case	make a bear%e2%80%90shaped cellphone case
usedfor	pin	shape case	make cell phone case in shape of bear
usedfor	pin	use atm	use an atm
usedfor	pineapple	fast for lung	do a pineapple fast for the lungs
usedfor	pineapple	make cube	make a fruit salad cube
usedfor	pineapple	make pizza	make a hawaiian pizza
usedfor	pineapple	make pizza	make a pizza in runescape
usedfor	pineapple	make smoothie	make a fruit smoothie for breakfast
usedfor	pineapple	make smoothie	make an apple, pineapple and strawberry smoothie
usedfor	ping-pong ball	create model	create a working model of eclipses
usedfor	pitcher	chill keg	chill a keg of beer
usedfor	pitcher	compete with stand	compete with other lemonade stands
usedfor	pitcher	compete with stand	run a successful lemonade stand
usedfor	pitcher	create bowl	create a bowl out of ice
usedfor	pitcher	create bowl	create an ice bowl
usedfor	pitcher	hit knuckleball	hit a knuckleball
usedfor	pitcher	make bulldog	make a colorado bulldog
usedfor	pitcher	make cocktail	make a non alcoholic citrus cocktail
usedfor	pitcher	make coffee	make cinnamon hazelnut coffee
usedfor	pitcher	make coffee	make low acid coffee
usedfor	pitcher	make lemonade	2 ways to make lemonade for summer
usedfor	pitcher	make lemonade	make a lemonade
usedfor	pitcher	make lemonade	make beet lemonade
usedfor	pitcher	make lemonade	make brazilian lemonade
usedfor	pitcher	make lemonade	make delicious lemonaid
usedfor	pitcher	make lemonade	make lemonade
usedfor	pitcher	make lemonade	make lemonade in under 15 minutes
usedfor	pitcher	make mimosa	make an apricot mimosa
usedfor	pitcher	make twist	make a twist of a screwdriver
usedfor	pitcher	make water	make spa water
usedfor	pitcher	open stand	create a lemonade stand
usedfor	pitcher	open stand	have an amazing lemonade stand
usedfor	pitcher	open stand	have your own lemonade stand
usedfor	pitcher	open stand	make a good lemonade stand
usedfor	pitcher	open stand	make a lemon aid stand
usedfor	pitcher	open stand	make an awesome lemonade stand
usedfor	pitcher	open stand	open a lemonade stand
usedfor	pitcher	run stand	have an awesome lemonade stand
usedfor	pitcher	run stand	have an awsome lemonade stand
usedfor	pitcher	run stand	run a good lemonade stand
usedfor	pitcher	run stand	run a lemonade stand
usedfor	pitcher	use lime	make limeade using persian limes
usedfor	pitcher	use saw	use a tile saw
usedfor	pizza	teach fraction	teach food fractions for first grade math
usedfor	planner	do well class	do well in a high school english class
usedfor	planner	handle work	handle school, work, and social life (kids)
usedfor	planner	make factory	make an automatic cake factory in minecraft
usedfor	planner	organize for homework	get organized for homework
usedfor	planner	organize middle school	be organized in middle school
usedfor	planner	organize middle school	be organized in school (7th grade)
usedfor	planner	pack for ride	pack for a airplane ride
usedfor	planner	pack purse	pack your purse
usedfor	planner	start business	start an odd job business as a kid
usedfor	planner	survive day	survive a natural day in life (girls)
usedfor	planner	tackle summit	tackle the seven summits
usedfor	planner	transform from girl	transform from a girl to a woman
usedfor	plaque	make reed	make oboe reeds
usedfor	plastic bag	adjust pressure	adjust faucet water pressure
usedfor	plastic bag	age copper	age copper
usedfor	plastic bag	bake chicken	bake boneless skinless chicken
usedfor	plastic bag	clean grill	clean a grill
usedfor	plastic bag	clean showerhead	clean the showerhead with vinegar
usedfor	plastic bag	clean showerhead	clean the showerhead with vinegar
usedfor	plastic bag	clean up change	clean up after a cloth diaper change
usedfor	plastic bag	collect seed	collect pohutukawa seeds
usedfor	plastic bag	command scale insect	control scale insects on indoor plants
usedfor	plastic bag	cook mushroom	cook portobello mushrooms
usedfor	plastic bag	create crayon	create crayons
usedfor	plastic bag	create cream	create a decorative glittered whipple cream
usedfor	plastic bag	cut bang	cut good layered bangs
usedfor	plastic bag	decorate cake	decorate a cake
usedfor	plastic bag	dispose of paint	dispose of paint thinner
usedfor	plastic bag	filet salmon	fillet salmon
usedfor	plastic bag	grill lobster tail	grill lobster tails
usedfor	plastic bag	grow oak tree	grow an oak tree from an acorn
usedfor	plastic bag	grow verbena	grow lemon verbena
usedfor	plastic bag	henna hair	henna your hair without it going patchy
usedfor	plastic bag	identify infestation	identify a termite infestation
usedfor	plastic bag	keep minnow	keep minnows alive
usedfor	plastic bag	kill fungus	kill a stinkhorn fungus
usedfor	plastic bag	make bowl	make a pumpkin sweet bowl
usedfor	plastic bag	make challah	make challah
usedfor	plastic bag	make clay	make three ingredient air dry clay
usedfor	plastic bag	make coaster	make a unique coaster
usedfor	plastic bag	make color	make coloured nail polish
usedfor	plastic bag	make color	make nail polish at home
usedfor	plastic bag	make color	make your own nail polish color
usedfor	plastic bag	make cupcake	make a rainbow cupcake
usedfor	plastic bag	make cupcake	make rainbow cupcakes
usedfor	plastic bag	make feed	make tomato plant feed
usedfor	plastic bag	make kite	make a kite out of a plastic bag
usedfor	plastic bag	make lime juice	make lemon lime juice
usedfor	plastic bag	make model	make a remote control hovercraft model
usedfor	plastic bag	make nail	make glittering nails
usedfor	plastic bag	make pillow	make a pillow out of a plastic bag
usedfor	plastic bag	make pudding	make a biscuit and yoghurt pudding
usedfor	plastic bag	make vomit	make fake vomit
usedfor	plastic bag	make vomit	make stay home from school faux vomit
usedfor	plastic bag	plant walnut tree	plant a walnut tree
usedfor	plastic bag	preserve oil painting	preserve expensive oil paintings
usedfor	plastic bag	reduce itchiness	reduce the itchiness of a woolen sweater
usedfor	plastic bag	remove caulk	remove silicone caulk from hands
usedfor	plastic bag	remove chewing gum	remove chewing gum from a desk
usedfor	plastic bag	remove gum	remove chewing gum from concrete
usedfor	plastic bag	remove peanut	remove packing peanuts without the mess
usedfor	plastic bag	rid of fly	get rid of flies
usedfor	plastic bag	rid of poison ivy	get rid of poison ivy
usedfor	plastic bag	rid of wasp	get rid of wasps
usedfor	plastic bag	sneak in snack	sneak in snacks in bed
usedfor	plastic bag	store brussels sprout	select and store brussels sprouts
usedfor	plastic bag	store cherry	select and store cherries
usedfor	plastic bag	store lime	select and store limes
usedfor	plastic bag	store spinach	select and store spinach
usedfor	plastic bag	stripe hair	streak your hair with bleach
usedfor	plastic bag	take care	take care of your american girl doll%27s hair
usedfor	plastic bag	take cutting	take cuttings
usedfor	plastic bag	tenderize meat	tenderize meat with beer
usedfor	plastic bag	wash up garment	wash silk garments
usedfor	plastron	dress up for fencing	dress for fencing
usedfor	plug	assemble connector	assemble a molex connector
usedfor	plug	assemble connector	easily assemble a molex connector
usedfor	plug	change washer	change a tap washer
usedfor	plug	stop nose	make nose plugs to stop a runny nose
usedfor	plunger	care for toilet	care for your toilet
usedfor	plunger	plumb bathroom	plumb a bathroom
usedfor	plunger	plunk sink	plunge a sink
usedfor	plunger	rid of drain	get rid of drain flies
usedfor	plunger	save money	save money on plumbing repair
usedfor	plunger	snake drain	snake a drain
usedfor	plunger	stuff by toilet paper	fix an overflowed toilet stuffed by toilet paper
usedfor	plunger	unclog drain	unclog a drain
usedfor	plunger	unclog kitchen sink	unclog a kitchen sink
usedfor	plunger	unclog sink	unclog a sink
usedfor	plunger	unclog sink	unclog a sink naturally
usedfor	polaroid camera	scrape art	scratch polaroid art
usedfor	portfolio	become copywriter	become a marketing copywriter
usedfor	portfolio	become model	become a jcpenney model
usedfor	portfolio	become model	become a jcpenney model
usedfor	portfolio	become photographer	become a band photographer
usedfor	portfolio	become writer	become a freelance writer
usedfor	portfolio	start career	start an advertising career
usedfor	portfolio	work for company	work for a fashion company
usedfor	portfolio	work for planner	work for a wedding planner
usedfor	potpourri	recycle sock	make good use of your old socks
usedfor	potpourri	recycle sock	recycle your socks
usedfor	potpourri	rid of smell	get rid of smoke smell
usedfor	printer	add option	convince the school board to add a vegetarian option to the lunch menu
usedfor	printer	analyze article	analyze an article
usedfor	printer	authorize dealer	become a nike authorized dealer
usedfor	printer	base on book	make bookmarks based on books
usedfor	printer	become agent	become an agent of western union
usedfor	printer	become dealer	become a nike authorized dealer
usedfor	printer	build circuit board	build a circuit board
usedfor	printer	build project	build an egg drop project
usedfor	printer	buy magic trick	buy magic tricks
usedfor	printer	cancel print	cancel a print
usedfor	printer	check left	check how much ink is left in an inkjet printer
usedfor	printer	choose from hairstyle	choose from emo girl hairstyles
usedfor	printer	complain about police	complain about the police
